,age,decile_score,priors_count,decile_score.1,v_decile_score,priors_count.1,two_year_recid,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,race_African-American,race_Caucasian,race_Other
4111,51.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,0,1,0,0,1,0
4112,28.0,3.0,0.0,3.0,3.0,0.0,0.0,1,0,1,0,0,1,0,0
4113,27.0,3.0,1.0,3.0,2.0,1.0,0.0,0,1,1,0,0,0,1,0
4114,28.0,10.0,16.0,10.0,8.0,16.0,1.0,0,1,1,0,0,0,0,1
4115,30.0,2.0,0.0,2.0,3.0,0.0,0.0,1,0,1,0,0,1,0,0
4116,32.0,7.0,0.0,7.0,2.0,0.0,0.0,0,1,1,0,0,1,0,0
4117,27.0,4.0,5.0,4.0,3.0,5.0,0.0,0,1,1,0,0,0,1,0
4118,21.0,5.0,1.0,5.0,7.0,1.0,1.0,0,1,0,0,1,0,0,1
4119,21.0,5.0,0.0,5.0,7.0,0.0,0.0,0,1,0,0,1,1,0,0
4120,34.0,3.0,0.0,3.0,2.0,0.0,1.0,1,0,1,0,0,0,1,0
4121,24.0,9.0,7.0,9.0,6.0,7.0,1.0,0,1,0,0,1,1,0,0
4122,32.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
4123,38.0,6.0,5.0,6.0,4.0,5.0,1.0,1,0,1,0,0,0,1,0
4124,56.0,1.0,3.0,1.0,1.0,3.0,0.0,0,1,0,1,0,1,0,0
4125,44.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,1,0,0
4126,31.0,5.0,1.0,5.0,2.0,1.0,1.0,0,1,1,0,0,1,0,0
4127,25.0,7.0,6.0,7.0,4.0,6.0,0.0,1,0,1,0,0,0,1,0
4128,20.0,5.0,0.0,5.0,7.0,0.0,0.0,1,0,0,0,1,1,0,0
4129,35.0,5.0,1.0,5.0,5.0,1.0,0.0,0,1,1,0,0,1,0,0
4130,33.0,4.0,1.0,4.0,3.0,1.0,1.0,0,1,1,0,0,1,0,0
4131,24.0,3.0,0.0,3.0,4.0,0.0,0.0,0,1,0,0,1,1,0,0
4132,40.0,2.0,2.0,2.0,1.0,2.0,0.0,1,0,1,0,0,0,0,1
4133,27.0,9.0,9.0,9.0,8.0,9.0,1.0,0,1,1,0,0,1,0,0
4134,21.0,3.0,2.0,3.0,5.0,2.0,0.0,1,0,0,0,1,1,0,0
4135,38.0,5.0,9.0,5.0,4.0,9.0,1.0,0,1,1,0,0,1,0,0
4136,20.0,6.0,0.0,6.0,9.0,0.0,1.0,0,1,0,0,1,0,1,0
4137,30.0,3.0,9.0,3.0,2.0,9.0,1.0,0,1,1,0,0,1,0,0
4138,36.0,6.0,9.0,6.0,4.0,9.0,1.0,0,1,1,0,0,0,1,0
4139,23.0,9.0,2.0,9.0,9.0,2.0,1.0,0,1,0,0,1,1,0,0
4140,39.0,10.0,21.0,10.0,8.0,21.0,1.0,0,1,1,0,0,1,0,0
4141,32.0,6.0,3.0,6.0,3.0,3.0,0.0,0,1,1,0,0,1,0,0
4142,29.0,6.0,3.0,6.0,3.0,3.0,1.0,0,1,1,0,0,0,1,0
4143,58.0,1.0,2.0,1.0,1.0,2.0,1.0,0,1,0,1,0,0,1,0
4144,23.0,7.0,2.0,7.0,5.0,2.0,0.0,0,1,0,0,1,0,0,1
4145,23.0,8.0,3.0,8.0,6.0,3.0,1.0,0,1,0,0,1,0,1,0
4146,68.0,2.0,5.0,2.0,1.0,5.0,0.0,1,0,0,1,0,1,0,0
4147,26.0,5.0,2.0,5.0,4.0,2.0,0.0,1,0,1,0,0,0,1,0
4148,51.0,4.0,0.0,4.0,1.0,0.0,1.0,0,1,0,1,0,1,0,0
4149,25.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0
4150,40.0,9.0,5.0,9.0,10.0,5.0,1.0,0,1,1,0,0,1,0,0
4151,51.0,5.0,14.0,5.0,2.0,14.0,0.0,0,1,0,1,0,1,0,0
4152,27.0,5.0,2.0,5.0,3.0,2.0,1.0,0,1,1,0,0,1,0,0
4153,49.0,5.0,11.0,5.0,4.0,11.0,1.0,0,1,0,1,0,1,0,0
4154,36.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
4155,28.0,7.0,5.0,7.0,6.0,5.0,0.0,0,1,1,0,0,0,1,0
4156,20.0,3.0,0.0,3.0,6.0,0.0,0.0,0,1,0,0,1,1,0,0
4157,21.0,10.0,2.0,10.0,6.0,2.0,1.0,0,1,0,0,1,1,0,0
4158,31.0,2.0,0.0,2.0,2.0,0.0,0.0,1,0,1,0,0,1,0,0
4159,57.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0
4160,61.0,3.0,8.0,3.0,1.0,8.0,1.0,1,0,0,1,0,0,1,0
4161,35.0,1.0,3.0,1.0,2.0,3.0,1.0,0,1,1,0,0,0,0,1
4162,54.0,6.0,3.0,6.0,3.0,3.0,1.0,0,1,0,1,0,1,0,0
4163,39.0,3.0,0.0,3.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
4164,24.0,7.0,1.0,7.0,7.0,1.0,0.0,0,1,0,0,1,1,0,0
4165,29.0,4.0,0.0,4.0,2.0,0.0,1.0,1,0,1,0,0,0,0,1
4166,48.0,9.0,8.0,9.0,4.0,8.0,1.0,0,1,0,1,0,1,0,0
4167,30.0,7.0,6.0,7.0,3.0,6.0,1.0,0,1,1,0,0,1,0,0
4168,26.0,10.0,10.0,10.0,10.0,10.0,1.0,0,1,1,0,0,1,0,0
4169,36.0,5.0,2.0,5.0,3.0,2.0,0.0,0,1,1,0,0,0,1,0
4170,37.0,9.0,12.0,9.0,8.0,12.0,1.0,0,1,1,0,0,1,0,0
4171,26.0,6.0,4.0,6.0,3.0,4.0,1.0,0,1,1,0,0,1,0,0
4172,29.0,10.0,7.0,10.0,9.0,7.0,1.0,0,1,1,0,0,1,0,0
4173,26.0,6.0,1.0,6.0,5.0,1.0,1.0,0,1,1,0,0,1,0,0
4174,60.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,0,1,0,1,0,0
4175,27.0,7.0,2.0,7.0,6.0,2.0,1.0,0,1,1,0,0,0,1,0
4176,41.0,7.0,16.0,7.0,5.0,16.0,1.0,0,1,1,0,0,1,0,0
4177,22.0,6.0,1.0,6.0,7.0,1.0,0.0,0,1,0,0,1,0,1,0
4178,28.0,7.0,3.0,7.0,8.0,3.0,0.0,0,1,1,0,0,1,0,0
4179,33.0,6.0,13.0,6.0,4.0,13.0,1.0,0,1,1,0,0,1,0,0
4180,28.0,2.0,2.0,2.0,3.0,2.0,0.0,0,1,1,0,0,1,0,0
4181,55.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,1,0,0,1,0
4182,21.0,8.0,6.0,8.0,7.0,6.0,1.0,0,1,0,0,1,1,0,0
4183,28.0,3.0,2.0,3.0,2.0,2.0,1.0,0,1,1,0,0,0,0,1
4184,22.0,2.0,0.0,2.0,4.0,0.0,0.0,1,0,0,0,1,0,0,1
4185,29.0,7.0,6.0,7.0,2.0,6.0,1.0,1,0,1,0,0,0,1,0
4186,45.0,1.0,5.0,1.0,1.0,5.0,0.0,0,1,0,1,0,1,0,0
4187,24.0,8.0,2.0,8.0,6.0,2.0,1.0,0,1,0,0,1,1,0,0
4188,50.0,1.0,12.0,1.0,1.0,12.0,1.0,0,1,0,1,0,1,0,0
4189,24.0,6.0,1.0,6.0,6.0,1.0,1.0,0,1,0,0,1,1,0,0
4190,47.0,2.0,1.0,2.0,3.0,1.0,0.0,0,1,0,1,0,1,0,0
4191,57.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,1,0
4192,54.0,1.0,6.0,1.0,1.0,6.0,0.0,0,1,0,1,0,0,1,0
4193,42.0,2.0,0.0,2.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0
4194,35.0,3.0,5.0,3.0,2.0,5.0,0.0,0,1,1,0,0,0,1,0
4195,30.0,4.0,0.0,4.0,2.0,0.0,1.0,0,1,1,0,0,1,0,0
4196,53.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,1,0
4197,31.0,3.0,2.0,3.0,2.0,2.0,0.0,1,0,1,0,0,1,0,0
4198,83.0,1.0,4.0,1.0,1.0,4.0,0.0,0,1,0,1,0,0,1,0
4199,46.0,6.0,15.0,6.0,7.0,15.0,0.0,0,1,0,1,0,0,0,1
4200,31.0,2.0,0.0,2.0,2.0,0.0,1.0,0,1,1,0,0,1,0,0
4201,23.0,10.0,4.0,10.0,10.0,4.0,0.0,0,1,0,0,1,0,0,1
4202,47.0,4.0,9.0,4.0,2.0,9.0,0.0,0,1,0,1,0,1,0,0
4203,31.0,6.0,4.0,6.0,2.0,4.0,0.0,0,1,1,0,0,0,0,1
4204,50.0,8.0,0.0,8.0,5.0,0.0,0.0,0,1,0,1,0,1,0,0
4205,24.0,9.0,9.0,9.0,5.0,9.0,1.0,0,1,0,0,1,1,0,0
4206,22.0,9.0,2.0,9.0,8.0,2.0,0.0,1,0,0,0,1,1,0,0
4207,45.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,1
4208,30.0,2.0,2.0,2.0,2.0,2.0,0.0,1,0,1,0,0,1,0,0
4209,30.0,8.0,5.0,8.0,3.0,5.0,1.0,0,1,1,0,0,0,0,1
4210,36.0,2.0,4.0,2.0,3.0,4.0,0.0,0,1,1,0,0,1,0,0
4211,43.0,10.0,22.0,10.0,4.0,22.0,1.0,1,0,1,0,0,0,1,0
4212,50.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0
4213,24.0,4.0,2.0,4.0,3.0,2.0,1.0,1,0,0,0,1,0,0,1
4214,42.0,5.0,3.0,5.0,1.0,3.0,0.0,1,0,1,0,0,0,1,0
4215,29.0,7.0,1.0,7.0,5.0,1.0,1.0,1,0,1,0,0,0,1,0
4216,28.0,3.0,2.0,3.0,3.0,2.0,0.0,1,0,1,0,0,0,0,1
4217,31.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
4218,25.0,9.0,5.0,9.0,6.0,5.0,1.0,0,1,1,0,0,1,0,0
4219,36.0,5.0,4.0,5.0,3.0,4.0,0.0,0,1,1,0,0,1,0,0
4220,24.0,5.0,1.0,5.0,7.0,1.0,1.0,0,1,0,0,1,1,0,0
4221,28.0,5.0,5.0,5.0,4.0,5.0,0.0,0,1,1,0,0,0,1,0
4222,31.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,1,0,0,0,1,0
4223,23.0,4.0,0.0,4.0,6.0,0.0,0.0,0,1,0,0,1,1,0,0
4224,29.0,6.0,4.0,6.0,3.0,4.0,1.0,0,1,1,0,0,0,1,0
4225,51.0,5.0,11.0,5.0,7.0,11.0,1.0,0,1,0,1,0,1,0,0
4226,34.0,5.0,1.0,5.0,3.0,1.0,0.0,0,1,1,0,0,1,0,0
4227,29.0,2.0,12.0,2.0,4.0,12.0,1.0,0,1,1,0,0,1,0,0
4228,39.0,10.0,13.0,10.0,6.0,13.0,1.0,0,1,1,0,0,1,0,0
4229,36.0,2.0,0.0,2.0,1.0,0.0,0.0,1,0,1,0,0,0,0,1
4230,59.0,6.0,15.0,6.0,2.0,15.0,1.0,0,1,0,1,0,1,0,0
4231,23.0,8.0,3.0,8.0,8.0,3.0,1.0,0,1,0,0,1,1,0,0
4232,31.0,8.0,15.0,8.0,3.0,15.0,0.0,0,1,1,0,0,1,0,0
4233,53.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
4234,34.0,7.0,12.0,7.0,5.0,12.0,0.0,0,1,1,0,0,1,0,0
4235,63.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,1,0,0
4236,21.0,4.0,0.0,4.0,6.0,0.0,1.0,0,1,0,0,1,0,0,1
4237,21.0,7.0,0.0,7.0,6.0,0.0,1.0,1,0,0,0,1,1,0,0
4238,47.0,9.0,28.0,9.0,3.0,28.0,1.0,0,1,0,1,0,0,1,0
4239,34.0,5.0,7.0,5.0,2.0,7.0,1.0,0,1,1,0,0,1,0,0
4240,43.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,1,0,0
4241,58.0,5.0,4.0,5.0,3.0,4.0,1.0,0,1,0,1,0,0,1,0
4242,40.0,3.0,4.0,3.0,1.0,4.0,1.0,1,0,1,0,0,0,0,1
4243,36.0,8.0,16.0,8.0,7.0,16.0,1.0,0,1,1,0,0,1,0,0
4244,23.0,4.0,0.0,4.0,4.0,0.0,0.0,1,0,0,0,1,1,0,0
4245,34.0,2.0,5.0,2.0,1.0,5.0,1.0,0,1,1,0,0,1,0,0
4246,56.0,2.0,13.0,2.0,1.0,13.0,0.0,0,1,0,1,0,0,1,0
4247,52.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0
4248,56.0,2.0,0.0,2.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0
4249,37.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,1,0,0
4250,50.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0
4251,25.0,2.0,1.0,2.0,3.0,1.0,1.0,0,1,1,0,0,1,0,0
4252,22.0,5.0,0.0,5.0,5.0,0.0,1.0,0,1,0,0,1,1,0,0
4253,43.0,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,0,0,0,1,0
4254,30.0,2.0,1.0,2.0,2.0,1.0,0.0,0,1,1,0,0,0,1,0
4255,29.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1
4256,24.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,0,0,1,0,1,0
4257,29.0,8.0,7.0,8.0,3.0,7.0,1.0,0,1,1,0,0,1,0,0
4258,27.0,3.0,3.0,3.0,3.0,3.0,0.0,1,0,1,0,0,0,1,0
4259,24.0,4.0,0.0,4.0,5.0,0.0,0.0,1,0,0,0,1,0,1,0
4260,74.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0
4261,27.0,7.0,8.0,7.0,5.0,8.0,1.0,0,1,1,0,0,1,0,0
4262,37.0,2.0,1.0,2.0,1.0,1.0,1.0,0,1,1,0,0,0,0,1
4263,39.0,10.0,8.0,10.0,9.0,8.0,1.0,0,1,1,0,0,1,0,0
4264,29.0,2.0,5.0,2.0,3.0,5.0,0.0,0,1,1,0,0,0,1,0
4265,25.0,3.0,0.0,3.0,4.0,0.0,1.0,0,1,1,0,0,1,0,0
4266,35.0,3.0,5.0,3.0,3.0,5.0,0.0,1,0,1,0,0,1,0,0
4267,29.0,6.0,1.0,6.0,5.0,1.0,1.0,0,1,1,0,0,1,0,0
4268,36.0,2.0,1.0,2.0,1.0,1.0,0.0,0,1,1,0,0,0,1,0
4269,61.0,4.0,13.0,4.0,2.0,13.0,1.0,0,1,0,1,0,1,0,0
4270,26.0,4.0,2.0,4.0,7.0,2.0,0.0,0,1,1,0,0,0,1,0
4271,28.0,5.0,1.0,5.0,5.0,1.0,0.0,0,1,1,0,0,1,0,0
4272,26.0,5.0,1.0,5.0,4.0,1.0,0.0,1,0,1,0,0,1,0,0
4273,39.0,6.0,11.0,6.0,3.0,11.0,1.0,1,0,1,0,0,0,1,0
4274,22.0,4.0,3.0,4.0,6.0,3.0,1.0,0,1,0,0,1,1,0,0
4275,28.0,3.0,0.0,3.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
4276,51.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,0,1,0
4277,35.0,2.0,0.0,2.0,1.0,0.0,0.0,1,0,1,0,0,0,0,1
4278,23.0,2.0,0.0,2.0,3.0,0.0,0.0,1,0,0,0,1,1,0,0
4279,29.0,6.0,6.0,6.0,8.0,6.0,1.0,0,1,1,0,0,1,0,0
4280,20.0,3.0,0.0,3.0,5.0,0.0,1.0,0,1,0,0,1,0,0,1
4281,24.0,9.0,1.0,9.0,9.0,1.0,1.0,0,1,0,0,1,1,0,0
4282,23.0,4.0,2.0,4.0,6.0,2.0,0.0,1,0,0,0,1,0,0,1
4283,33.0,7.0,5.0,7.0,5.0,5.0,0.0,1,0,1,0,0,1,0,0
4284,21.0,3.0,1.0,3.0,6.0,1.0,1.0,0,1,0,0,1,0,1,0
4285,59.0,1.0,3.0,1.0,1.0,3.0,0.0,0,1,0,1,0,0,1,0
4286,26.0,4.0,4.0,4.0,3.0,4.0,1.0,0,1,1,0,0,0,1,0
4287,36.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
4288,38.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,1,0,0,0,0,1
4289,19.0,9.0,5.0,9.0,9.0,5.0,1.0,0,1,0,0,1,0,1,0
4290,28.0,8.0,2.0,8.0,6.0,2.0,0.0,0,1,1,0,0,0,0,1
4291,23.0,5.0,2.0,5.0,4.0,2.0,1.0,0,1,0,0,1,0,0,1
4292,21.0,5.0,1.0,5.0,5.0,1.0,1.0,0,1,0,0,1,1,0,0
4293,52.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,1,0,1,0,0
4294,56.0,5.0,12.0,5.0,4.0,12.0,1.0,0,1,0,1,0,1,0,0
4295,40.0,4.0,1.0,4.0,3.0,1.0,0.0,0,1,1,0,0,0,1,0
4296,48.0,4.0,8.0,4.0,2.0,8.0,1.0,1,0,0,1,0,0,1,0
4297,24.0,6.0,2.0,6.0,7.0,2.0,0.0,0,1,0,0,1,1,0,0
4298,26.0,4.0,0.0,4.0,4.0,0.0,0.0,1,0,1,0,0,1,0,0
4299,59.0,6.0,5.0,6.0,4.0,5.0,0.0,0,1,0,1,0,1,0,0
4300,66.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,0,1,0
4301,54.0,4.0,6.0,4.0,1.0,6.0,0.0,1,0,0,1,0,1,0,0
4302,31.0,7.0,4.0,7.0,7.0,4.0,1.0,0,1,1,0,0,0,1,0
4303,34.0,3.0,0.0,3.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
4304,25.0,9.0,9.0,9.0,8.0,9.0,1.0,0,1,1,0,0,1,0,0
4305,47.0,4.0,2.0,4.0,1.0,2.0,0.0,0,1,0,1,0,0,1,0
4306,51.0,8.0,12.0,8.0,3.0,12.0,1.0,0,1,0,1,0,1,0,0
4307,25.0,3.0,1.0,3.0,3.0,1.0,0.0,0,1,1,0,0,0,1,0
4308,25.0,2.0,0.0,2.0,4.0,0.0,1.0,0,1,1,0,0,0,0,1
4309,31.0,2.0,2.0,2.0,2.0,2.0,1.0,1,0,1,0,0,1,0,0
4310,44.0,1.0,2.0,1.0,2.0,2.0,1.0,0,1,1,0,0,0,0,1
4311,36.0,2.0,1.0,2.0,3.0,1.0,0.0,0,1,1,0,0,0,1,0
4312,77.0,1.0,3.0,1.0,1.0,3.0,0.0,0,1,0,1,0,0,1,0
4313,49.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
4314,31.0,7.0,0.0,7.0,4.0,0.0,0.0,0,1,1,0,0,1,0,0
4315,30.0,3.0,1.0,3.0,3.0,1.0,0.0,0,1,1,0,0,0,1,0
4316,29.0,9.0,3.0,9.0,6.0,3.0,1.0,0,1,1,0,0,1,0,0
4317,53.0,5.0,6.0,5.0,1.0,6.0,1.0,1,0,0,1,0,0,1,0
4318,21.0,9.0,1.0,9.0,8.0,1.0,1.0,0,1,0,0,1,1,0,0
4319,21.0,4.0,0.0,4.0,6.0,0.0,0.0,0,1,0,0,1,1,0,0
4320,27.0,5.0,1.0,5.0,4.0,1.0,1.0,1,0,1,0,0,1,0,0
4321,65.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0
4322,59.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0
4323,59.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0
4324,24.0,7.0,0.0,7.0,7.0,0.0,0.0,0,1,0,0,1,1,0,0
4325,40.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,1,0,0
4326,51.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,1,0,1,0,0
4327,34.0,9.0,10.0,9.0,4.0,10.0,1.0,0,1,1,0,0,1,0,0
4328,30.0,2.0,1.0,2.0,2.0,1.0,1.0,0,1,1,0,0,0,0,1
4329,52.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,1,0,0
4330,29.0,4.0,1.0,4.0,6.0,1.0,1.0,0,1,1,0,0,0,1,0
4331,24.0,9.0,15.0,9.0,9.0,15.0,1.0,0,1,0,0,1,1,0,0
4332,38.0,3.0,2.0,3.0,1.0,2.0,1.0,0,1,1,0,0,1,0,0
4333,22.0,8.0,0.0,8.0,8.0,0.0,0.0,1,0,0,0,1,1,0,0
4334,43.0,5.0,0.0,5.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0
4335,32.0,9.0,5.0,9.0,3.0,5.0,1.0,0,1,1,0,0,0,1,0
4336,55.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0
4337,26.0,2.0,2.0,2.0,3.0,2.0,0.0,0,1,1,0,0,1,0,0
4338,23.0,2.0,1.0,2.0,3.0,1.0,0.0,0,1,0,0,1,0,1,0
4339,47.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0,1
4340,28.0,2.0,1.0,2.0,2.0,1.0,1.0,0,1,1,0,0,0,1,0
4341,27.0,2.0,0.0,2.0,3.0,0.0,1.0,0,1,1,0,0,0,0,1
4342,61.0,4.0,2.0,4.0,1.0,2.0,1.0,0,1,0,1,0,0,0,1
4343,26.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0
4344,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,0,1
4345,28.0,5.0,1.0,5.0,2.0,1.0,1.0,1,0,1,0,0,0,1,0
4346,43.0,5.0,0.0,5.0,4.0,0.0,1.0,0,1,1,0,0,1,0,0
4347,30.0,4.0,3.0,4.0,3.0,3.0,0.0,0,1,1,0,0,0,1,0
4348,33.0,7.0,21.0,7.0,6.0,21.0,1.0,0,1,1,0,0,1,0,0
4349,21.0,3.0,0.0,3.0,5.0,0.0,0.0,0,1,0,0,1,0,1,0
4350,32.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0
4351,22.0,4.0,1.0,4.0,5.0,1.0,1.0,0,1,0,0,1,1,0,0
4352,51.0,1.0,3.0,1.0,1.0,3.0,0.0,0,1,0,1,0,1,0,0
4353,20.0,10.0,2.0,10.0,8.0,2.0,1.0,0,1,0,0,1,1,0,0
4354,35.0,3.0,2.0,3.0,2.0,2.0,0.0,0,1,1,0,0,0,1,0
4355,37.0,1.0,3.0,1.0,1.0,3.0,0.0,1,0,1,0,0,1,0,0
4356,28.0,7.0,0.0,7.0,7.0,0.0,1.0,0,1,1,0,0,1,0,0
4357,41.0,5.0,3.0,5.0,2.0,3.0,1.0,0,1,1,0,0,0,1,0
4358,24.0,8.0,0.0,8.0,8.0,0.0,1.0,0,1,0,0,1,1,0,0
4359,33.0,4.0,3.0,4.0,3.0,3.0,0.0,1,0,1,0,0,1,0,0
4360,25.0,8.0,4.0,8.0,5.0,4.0,1.0,0,1,1,0,0,1,0,0
4361,30.0,6.0,4.0,6.0,5.0,4.0,0.0,1,0,1,0,0,0,1,0
4362,20.0,7.0,1.0,7.0,6.0,1.0,1.0,0,1,0,0,1,1,0,0
4363,42.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,1,0,0,1,0,0
4364,40.0,7.0,15.0,7.0,6.0,15.0,1.0,1,0,1,0,0,1,0,0
4365,39.0,4.0,0.0,4.0,1.0,0.0,1.0,0,1,1,0,0,1,0,0
4366,21.0,7.0,0.0,7.0,8.0,0.0,0.0,0,1,0,0,1,1,0,0
4367,39.0,2.0,2.0,2.0,2.0,2.0,1.0,0,1,1,0,0,0,1,0
4368,24.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,0,0,1,0,1,0
4369,41.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,1,0,0
4370,39.0,4.0,1.0,4.0,2.0,1.0,0.0,0,1,1,0,0,1,0,0
4371,24.0,8.0,3.0,8.0,10.0,3.0,0.0,1,0,0,0,1,1,0,0
4372,24.0,4.0,1.0,4.0,4.0,1.0,0.0,1,0,0,0,1,1,0,0
4373,29.0,2.0,0.0,2.0,3.0,0.0,1.0,0,1,1,0,0,1,0,0
4374,39.0,10.0,35.0,10.0,8.0,35.0,0.0,0,1,1,0,0,1,0,0
4375,25.0,5.0,2.0,5.0,7.0,2.0,1.0,0,1,1,0,0,0,1,0
4376,23.0,6.0,0.0,6.0,4.0,0.0,1.0,1,0,0,0,1,0,1,0
4377,22.0,10.0,1.0,10.0,10.0,1.0,1.0,0,1,0,0,1,1,0,0
4378,26.0,7.0,4.0,7.0,4.0,4.0,1.0,1,0,1,0,0,0,0,1
4379,26.0,9.0,3.0,9.0,9.0,3.0,1.0,0,1,1,0,0,1,0,0
4380,24.0,6.0,3.0,6.0,5.0,3.0,1.0,1,0,0,0,1,1,0,0
4381,44.0,5.0,0.0,5.0,4.0,0.0,0.0,0,1,1,0,0,1,0,0
4382,36.0,2.0,1.0,2.0,2.0,1.0,1.0,0,1,1,0,0,0,1,0
4383,39.0,8.0,10.0,8.0,5.0,10.0,1.0,0,1,1,0,0,0,1,0
4384,42.0,4.0,0.0,4.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
4385,45.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,1,0
4386,25.0,10.0,7.0,10.0,10.0,7.0,1.0,0,1,1,0,0,1,0,0
4387,28.0,9.0,7.0,9.0,6.0,7.0,0.0,1,0,1,0,0,0,1,0
4388,33.0,2.0,0.0,2.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
4389,25.0,3.0,0.0,3.0,4.0,0.0,0.0,0,1,1,0,0,0,1,0
4390,32.0,4.0,5.0,4.0,2.0,5.0,0.0,0,1,1,0,0,1,0,0
4391,23.0,7.0,0.0,7.0,5.0,0.0,0.0,0,1,0,0,1,1,0,0
4392,39.0,5.0,0.0,5.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
4393,27.0,8.0,12.0,8.0,4.0,12.0,1.0,0,1,1,0,0,1,0,0
4394,35.0,7.0,4.0,7.0,2.0,4.0,0.0,1,0,1,0,0,0,1,0
4395,23.0,5.0,1.0,5.0,6.0,1.0,0.0,0,1,0,0,1,1,0,0
4396,38.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,1,0,0
4397,30.0,2.0,4.0,2.0,2.0,4.0,0.0,0,1,1,0,0,1,0,0
4398,30.0,5.0,1.0,5.0,2.0,1.0,0.0,0,1,1,0,0,0,1,0
4399,30.0,8.0,0.0,8.0,5.0,0.0,0.0,1,0,1,0,0,0,1,0
4400,26.0,10.0,18.0,10.0,7.0,18.0,1.0,0,1,1,0,0,1,0,0
4401,31.0,2.0,2.0,2.0,2.0,2.0,0.0,0,1,1,0,0,1,0,0
4402,41.0,2.0,1.0,2.0,1.0,1.0,0.0,1,0,1,0,0,0,1,0
4403,34.0,2.0,0.0,2.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1
4404,25.0,5.0,0.0,5.0,4.0,0.0,0.0,1,0,1,0,0,1,0,0
4405,26.0,6.0,1.0,6.0,4.0,1.0,0.0,1,0,1,0,0,0,1,0
